Salesdate;Product;Price;Amount;Sales;PaymethodID;Customer ID;Costs;Deliverydate;DelcompID;OrderID
3-1-2019;142-Venue;62;18;1116;5;503;892,8;5-1-2019;DC2;20191104074
3-1-2019;16-Canyon Mule Climber Backpack;186;74;13764;4;154;9497,16;6-1-2019;DC4;20191104075
3-1-2019;129-Trail Star;129;65;8385;2;283;6708;6-1-2019;DC3;20191104076
3-1-2019;42-Firefly Climbing Lamp;98;68;6664;3;72;5397,84;4-1-2019;DC3;20191104077
3-1-2019;55-Granite Carabiner;247;45;11115;6;237;7224,75;6-1-2019;DC3;20191104078
3-1-2019;133-TrailChef Deluxe Cook Set;223;85;18955;1;332;14595,35;6-1-2019;DC2;20191104079
3-1-2019;121-Star Peg;181;48;8688;1;407;7297,92;4-1-2019;DC2;20191104080
3-1-2019;87-Lady Hailstorm Steel Irons;226;29;6554;5;539;4522,26;5-1-2019;DC1;20191104081
3-1-2019;63-Granite Shovel;127;71;9017;3;527;7303,77;4-1-2019;DC3;20191104082
3-1-2019;49-Glacier Basic;215;39;8385;4;471;6708;5-1-2019;DC3;20191104083
3-1-2019;12-BugShield Natural;186;3;558;3;534;451,98;7-1-2019;DC1;20191104084
3-1-2019;117-Star Gazer 2;54;64;3456;6;386;2453,76;4-1-2019;DC2;20191104085
3-1-2019;8-Blue Steel Putter;236;67;15812;6;592;11542,76;4-1-2019;DC1;20191104086
3-1-2019;23-Compact Relief Kit;173;39;6747;3;225;4992,78;6-1-2019;DC3;20191104087
3-1-2019;32-Edge Extreme;83;20;1660;4;38;1278,2;5-1-2019;DC1;20191104088
3-1-2019;72-Hibernator Extreme;249;100;24900;1;644;18426;6-1-2019;DC1;20191104089
3-1-2019;87-Lady Hailstorm Steel Irons;226;89;20114;7;233;13878,66;5-1-2019;DC2;20191104090
3-1-2019;32-Edge Extreme;83;97;8051;1;245;6199,27;4-1-2019;DC4;20191104091
3-1-2019;1-Aloe Relief;81;89;7209;4;657;5839,29;5-1-2019;DC1;20191104092
3-1-2019;120-Star Lite;226;92;20792;6;15;17257,36;4-1-2019;DC2;20191104093
3-1-2019;36-EverGlow Lamp;146;39;5694;5;404;4384,38;6-1-2019;DC2;20191104094
3-1-2019;29-Dante;178;37;6586;4;498;5532,24;4-1-2019;DC2;20191104095
3-1-2019;95-Mountain Man Analog;126;97;12222;3;88;9655,38;5-1-2019;DC2;20191104096
3-1-2019;64-Granite Signal Mirror;234;44;10296;7;89;7824,96;4-1-2019;DC3;20191104097
3-1-2019;88-Lady Hailstorm Steel Woods Set;141;45;6345;5;251;5202,9;6-1-2019;DC1;20191104098
3-1-2019;102-Polar Extreme;185;55;10175;4;387;8038,25;5-1-2019;DC3;20191104099
3-1-2019;82-Husky Rope 60;88;76;6688;7;387;4748,48;7-1-2019;DC4;20191104100
3-1-2019;60-Granite Hammer;54;22;1188;6;224;891;4-1-2019;DC1;20191104101
3-1-2019;114-Single Edge;200;90;18000;7;36;14400;7-1-2019;DC4;20191104102
3-1-2019;20-Canyon Mule Weekender Backpack;84;14;1176;5;613;764,4;5-1-2019;DC2;20191104103
3-1-2019;140-Trendi;191;25;4775;2;14;3915,5;5-1-2019;DC2;20191104104
3-1-2019;8-Blue Steel Putter;236;1;236;4;622;172,28;5-1-2019;DC4;20191104105
3-1-2019;142-Venue;62;77;4774;5;299;3819,2;5-1-2019;DC3;20191104106
3-1-2019;38-Fairway;78;49;3822;5;442;2828,28;4-1-2019;DC3;20191104107
3-1-2019;65-Hailstorm Steel Irons;178;17;3026;2;585;2178,72;4-1-2019;DC4;20191104108
3-1-2019;55-Granite Carabiner;247;78;19266;3;689;12522,9;7-1-2019;DC2;20191104109
3-1-2019;39-Firefly 2;130;5;650;3;160;546;5-1-2019;DC2;20191104110
3-1-2019;29-Dante;178;58;10324;1;35;8672,16;5-1-2019;DC1;20191104111
3-1-2019;8-Blue Steel Putter;236;7;1652;6;158;1205,96;6-1-2019;DC1;20191104112
3-1-2019;71-Hibernator Camp Cot;237;62;14694;1;586;11902,14;6-1-2019;DC2;20191104113
3-1-2019;126-Sun Shield;77;19;1463;5;622;1009,47;4-1-2019;DC3;20191104114
3-1-2019;130-TrailChef Canteen;52;81;4212;7;478;3159;6-1-2019;DC1;20191104115
3-1-2019;109-Sam;150;43;6450;4;453;4644;5-1-2019;DC2;20191104116
3-1-2019;65-Hailstorm Steel Irons;178;52;9256;7;410;6664,32;7-1-2019;DC1;20191104117
3-1-2019;127-Trail Master;73;91;6643;1;317;5048,68;4-1-2019;DC2;20191104118
3-1-2019;120-Star Lite;226;82;18532;5;180;15381,56;7-1-2019;DC2;20191104119
3-1-2019;138-TrailChef Utensils;206;94;19364;5;393;12586,6;6-1-2019;DC2;20191104120
3-1-2019;125-Sun Shelter Stick;104;98;10192;7;415;6828,64;5-1-2019;DC4;20191104121
3-1-2019;36-EverGlow Lamp;146;96;14016;6;199;10792,32;6-1-2019;DC4;20191104122
3-1-2019;128-Trail Scout;181;19;3439;5;138;2544,86;7-1-2019;DC1;20191104123
3-1-2019;49-Glacier Basic;215;5;1075;7;690;860;5-1-2019;DC1;20191104124
3-1-2019;67-Hailstorm Titanium Irons;195;96;18720;1;180;14040;6-1-2019;DC3;20191104125
3-1-2019;26-Course Pro Golf Bag;171;78;13338;5;300;11337,3;5-1-2019;DC1;20191104126
3-1-2019;22-Cat Eye;222;99;21978;3;310;16043,94;5-1-2019;DC2;20191104127
3-1-2019;15-Canyon Mule Carryall;213;71;15123;7;310;10586,1;4-1-2019;DC4;20191104128
3-1-2019;91-Legend;175;24;4200;1;60;3360;7-1-2019;DC2;20191104129
3-1-2019;84-Infinity;138;8;1104;7;111;894,24;4-1-2019;DC1;20191104130
3-1-2019;105-Polar Sun;213;67;14271;6;493;10560,54;5-1-2019;DC4;20191104131
3-1-2019;109-Sam;150;66;9900;1;109;7128;7-1-2019;DC1;20191104132
3-1-2019;88-Lady Hailstorm Steel Woods Set;141;17;2397;4;601;1965,54;4-1-2019;DC4;20191104133
3-1-2019;84-Infinity;138;66;9108;1;355;7377,48;6-1-2019;DC3;20191104134
3-1-2019;10-BugShield Lotion;205;48;9840;1;490;8167,2;5-1-2019;DC1;20191104135
3-1-2019;72-Hibernator Extreme;249;25;6225;4;448;4606,5;6-1-2019;DC2;20191104136
3-1-2019;45-Firefly Mapreader;168;45;7560;1;344;6426;7-1-2019;DC4;20191104137
3-1-2019;60-Granite Hammer;54;9;486;6;602;364,5;7-1-2019;DC4;20191104138
3-1-2019;74-Hibernator Pad;82;82;6724;1;76;5580,92;5-1-2019;DC1;20191104139
3-1-2019;56-Granite Chalk Bag;140;57;7980;3;289;5506,2;7-1-2019;DC1;20191104140
3-1-2019;39-Firefly 2;130;57;7410;2;42;6224,4;6-1-2019;DC4;20191104141
3-1-2019;64-Granite Signal Mirror;234;61;14274;6;17;10848,24;7-1-2019;DC1;20191104142
3-1-2019;10-BugShield Lotion;205;49;10045;4;442;8337,35;4-1-2019;DC3;20191104143
3-1-2019;41-Firefly Charger;175;34;5950;3;141;3986,5;6-1-2019;DC1;20191104144
3-1-2019;90-Lady Hailstorm Titanium Woods Set;196;62;12152;4;675;10086,16;5-1-2019;DC3;20191104145
3-1-2019;57-Granite Climbing Helmet;53;77;4081;2;102;3223,99;4-1-2019;DC1;20191104146
3-1-2019;118-Star Gazer 3;72;4;288;6;134;207,36;4-1-2019;DC2;20191104147
3-1-2019;73-Hibernator Lite;233;39;9087;4;430;7451,34;6-1-2019;DC2;20191104148
3-1-2019;122-Sun Blocker;77;42;3234;6;347;2360,82;6-1-2019;DC4;20191104149
3-1-2019;58-Granite Extreme;235;21;4935;2;506;3602,55;7-1-2019;DC1;20191104150
3-1-2019;78-Husky Harness Extreme;249;5;1245;4;593;933,75;4-1-2019;DC1;20191104151
3-1-2019;116-Star Dome;64;85;5440;5;104;4080;5-1-2019;DC1;20191104152
3-1-2019;25-Course Pro Golf and Tee Set;229;66;15114;4;354;11637,78;4-1-2019;DC2;20191104153
3-1-2019;83-Inferno;111;80;8880;6;113;6038,4;6-1-2019;DC3;20191104154
3-1-2019;13-BugShield Spray;196;93;18228;2;239;11848,2;7-1-2019;DC3;20191104155
3-1-2019;24-Course Pro Gloves;64;14;896;2;607;600,32;4-1-2019;DC1;20191104156
3-1-2019;64-Granite Signal Mirror;234;23;5382;7;163;4090,32;7-1-2019;DC2;20191104157
3-1-2019;75-Hibernator Pillow;245;61;14945;1;541;11657,1;7-1-2019;DC1;20191104158
3-1-2019;141-TX;181;31;5611;7;613;3815,48;4-1-2019;DC2;20191104159
3-1-2019;58-Granite Extreme;235;6;1410;2;9;1029,3;5-1-2019;DC4;20191104160
3-1-2019;115-Sky Pilot;233;74;17242;4;221;13103,92;7-1-2019;DC4;20191104161
3-1-2019;136-TrailChef Kitchen Kit;203;33;6699;1;231;5359,2;7-1-2019;DC1;20191104162
3-1-2019;2-Astro Pilot;115;36;4140;1;573;3394,8;5-1-2019;DC4;20191104163
3-1-2019;138-TrailChef Utensils;206;67;13802;2;602;8971,3;4-1-2019;DC3;20191104164
3-1-2019;138-TrailChef Utensils;206;30;6180;2;471;4017;7-1-2019;DC4;20191104165
3-1-2019;53-Granite Axe;67;71;4757;5;603;3329,9;4-1-2019;DC2;20191104166
3-1-2019;34-EverGlow Double;207;54;11178;7;648;8271,72;6-1-2019;DC1;20191104167
3-1-2019;1-Aloe Relief;81;76;6156;3;359;4986,36;5-1-2019;DC3;20191104168
3-1-2019;32-Edge Extreme;83;12;996;7;537;766,92;5-1-2019;DC3;20191104169
3-1-2019;51-Glacier GPS;84;81;6804;5;375;4898,88;5-1-2019;DC1;20191104170
3-1-2019;53-Granite Axe;67;79;5293;4;248;3705,1;4-1-2019;DC3;20191104171
3-1-2019;93-Max Gizmo;76;34;2584;3;567;1938;7-1-2019;DC3;20191104172
3-1-2019;27-Course Pro Putter;198;13;2574;2;317;2007,72;6-1-2019;DC4;20191104173
3-1-2019;25-Course Pro Golf and Tee Set;229;92;21068;4;639;16222,36;7-1-2019;DC4;20191104174
3-1-2019;21-Capri;222;98;21756;1;39;16317;7-1-2019;DC3;20191104175
3-1-2019;3-Auto Pilot;81;8;648;5;297;434,16;7-1-2019;DC3;20191104176
3-1-2019;141-TX;181;88;15928;3;388;10831,04;4-1-2019;DC3;20191104177
3-1-2019;100-Opera Vision;77;73;5621;4;670;3878,49;4-1-2019;DC3;20191104178
3-1-2019;110-Seeker 35;150;15;2250;7;679;1867,5;7-1-2019;DC3;20191104179
3-1-2019;59-Granite Grip;168;83;13944;2;331;11015,76;4-1-2019;DC1;20191104180
3-1-2019;126-Sun Shield;77;14;1078;4;285;743,82;5-1-2019;DC3;20191104181
3-1-2019;141-TX;181;66;11946;6;72;8123,28;7-1-2019;DC3;20191104182
3-1-2019;117-Star Gazer 2;54;71;3834;2;127;2722,14;6-1-2019;DC3;20191104183
3-1-2019;56-Granite Chalk Bag;140;60;8400;2;644;5796;5-1-2019;DC2;20191104184
3-1-2019;121-Star Peg;181;83;15023;2;64;12619,32;5-1-2019;DC3;20191104185
3-1-2019;20-Canyon Mule Weekender Backpack;84;7;588;6;24;382,2;4-1-2019;DC1;20191104186
3-1-2019;123-Sun Shelter 15;95;17;1615;2;232;1146,65;6-1-2019;DC2;20191104187
3-1-2019;31-Double Edge;124;89;11036;7;131;8166,64;4-1-2019;DC1;20191104188
3-1-2019;142-Venue;62;15;930;2;55;744;5-1-2019;DC3;20191104189
3-1-2019;15-Canyon Mule Carryall;213;65;13845;2;13;9691,5;4-1-2019;DC4;20191104190
3-1-2019;19-Canyon Mule Journey Backpack;143;81;11583;3;645;7760,61;4-1-2019;DC2;20191104191
3-1-2019;107-Ranger Vision;111;24;2664;5;174;2264,4;6-1-2019;DC3;20191104192
3-1-2019;72-Hibernator Extreme;249;86;21414;1;441;15846,36;5-1-2019;DC3;20191104193
3-1-2019;35-EverGlow Kerosene;106;54;5724;6;131;4064,04;4-1-2019;DC2;20191104194
3-1-2019;13-BugShield Spray;196;51;9996;3;118;6497,4;7-1-2019;DC3;20191104195
3-1-2019;63-Granite Shovel;127;15;1905;3;145;1543,05;7-1-2019;DC2;20191104196
3-1-2019;110-Seeker 35;150;3;450;4;157;373,5;6-1-2019;DC3;20191104197
3-1-2019;65-Hailstorm Steel Irons;178;10;1780;7;689;1281,6;4-1-2019;DC4;20191104198
3-1-2019;114-Single Edge;200;47;9400;6;668;7520;6-1-2019;DC3;20191104199
3-1-2019;2-Astro Pilot;115;27;3105;6;641;2546,1;6-1-2019;DC1;20191104200
3-1-2019;97-Mountain Man Deluxe;66;58;3828;1;242;2794,44;4-1-2019;DC1;20191104201
3-1-2019;144-Zone;177;46;8142;6;546;6676,44;6-1-2019;DC3;20191104202
3-1-2019;74-Hibernator Pad;82;83;6806;6;481;5648,98;6-1-2019;DC2;20191104203
3-1-2019;64-Granite Signal Mirror;234;79;18486;6;480;14049,36;7-1-2019;DC4;20191104204
3-1-2019;89-Lady Hailstorm Titanium Irons;130;32;4160;1;172;2704;6-1-2019;DC4;20191104205
3-1-2019;23-Compact Relief Kit;173;28;4844;2;132;3584,56;5-1-2019;DC3;20191104206
3-1-2019;127-Trail Master;73;12;876;5;405;665,76;4-1-2019;DC3;20191104207
3-1-2019;42-Firefly Climbing Lamp;98;30;2940;1;253;2381,4;5-1-2019;DC4;20191104208
3-1-2019;72-Hibernator Extreme;249;83;20667;1;124;15293,58;4-1-2019;DC1;20191104209
3-1-2019;30-Deluxe Family Relief Kit;184;62;11408;6;391;9012,32;7-1-2019;DC2;20191104210
3-1-2019;53-Granite Axe;67;51;3417;2;327;2391,9;5-1-2019;DC1;20191104211
3-1-2019;47-Firefly Rechargeable Battery;187;29;5423;4;85;3687,64;7-1-2019;DC4;20191104212
3-1-2019;13-BugShield Spray;196;94;18424;3;486;11975,6;5-1-2019;DC2;20191104213
3-1-2019;33-EverGlow Butane;233;70;16310;2;316;11580,1;7-1-2019;DC1;20191104214
3-1-2019;24-Course Pro Gloves;64;90;5760;1;163;3859,2;7-1-2019;DC1;20191104215
3-1-2019;40-Firefly 4;169;54;9126;3;625;7300,8;7-1-2019;DC3;20191104216
3-1-2019;79-Husky Rope 100;221;78;17238;7;696;13962,78;4-1-2019;DC4;20191104217
3-1-2019;88-Lady Hailstorm Steel Woods Set;141;14;1974;4;365;1618,68;4-1-2019;DC4;20191104218
3-1-2019;39-Firefly 2;130;83;10790;1;585;9063,6;4-1-2019;DC1;20191104219
3-1-2019;6-Bella;147;61;8967;4;100;6007,89;7-1-2019;DC1;20191104220
3-1-2019;6-Bella;147;47;6909;4;432;4629,03;5-1-2019;DC3;20191104221
3-1-2019;126-Sun Shield;77;94;7238;6;554;4994,22;4-1-2019;DC2;20191104222
3-1-2019;53-Granite Axe;67;89;5963;3;646;4174,1;4-1-2019;DC4;20191104223
3-1-2019;90-Lady Hailstorm Titanium Woods Set;196;40;7840;2;401;6507,2;7-1-2019;DC3;20191104224
3-1-2019;101-Pocket Gizmo;207;17;3519;6;584;2674,44;5-1-2019;DC1;20191104225
3-1-2019;70-Hibernator;174;6;1044;2;165;814,32;5-1-2019;DC3;20191104226
3-1-2019;50-Glacier Deluxe;84;43;3612;3;262;3070,2;4-1-2019;DC2;20191104227
3-1-2019;57-Granite Climbing Helmet;53;50;2650;4;70;2093,5;7-1-2019;DC4;20191104228
3-1-2019;116-Star Dome;64;69;4416;6;209;3312;7-1-2019;DC2;20191104229
3-1-2019;108-Retro;109;17;1853;3;138;1500,93;7-1-2019;DC3;20191104230
3-1-2019;143-Zodiak;151;38;5738;3;376;4016,6;6-1-2019;DC1;20191104231
3-1-2019;107-Ranger Vision;111;20;2220;3;279;1887;6-1-2019;DC2;20191104232
3-1-2019;56-Granite Chalk Bag;140;6;840;3;260;579,6;6-1-2019;DC1;20191104233
3-1-2019;13-BugShield Spray;196;77;15092;3;14;9809,8;6-1-2019;DC3;20191104234
3-1-2019;71-Hibernator Camp Cot;237;39;9243;3;22;7486,83;7-1-2019;DC3;20191104235
3-1-2019;35-EverGlow Kerosene;106;86;9116;6;351;6472,36;4-1-2019;DC1;20191104236
3-1-2019;12-BugShield Natural;186;80;14880;2;73;12052,8;5-1-2019;DC2;20191104237
3-1-2019;130-TrailChef Canteen;52;15;780;7;386;585;6-1-2019;DC2;20191104238
3-1-2019;84-Infinity;138;79;10902;7;616;8830,62;6-1-2019;DC3;20191104239
3-1-2019;37-EverGlow Single;165;17;2805;5;215;2019,6;5-1-2019;DC3;20191104240
3-1-2019;88-Lady Hailstorm Steel Woods Set;141;30;4230;1;197;3468,6;4-1-2019;DC2;20191104241
3-1-2019;44-Firefly Lite;159;95;15105;1;610;10573,5;5-1-2019;DC1;20191104242
3-1-2019;85-Insect Bite Relief;138;76;10488;7;51;6817,2;7-1-2019;DC2;20191104243
3-1-2019;25-Course Pro Golf and Tee Set;229;35;8015;6;60;6171,55;6-1-2019;DC1;20191104244
3-1-2019;113-Seeker Mini;237;93;22041;1;61;17412,39;7-1-2019;DC4;20191104245
3-1-2019;53-Granite Axe;67;7;469;4;523;328,3;5-1-2019;DC3;20191104246
3-1-2019;50-Glacier Deluxe;84;82;6888;7;446;5854,8;5-1-2019;DC1;20191104247
4-1-2019;62-Granite Pulley;132;35;4620;5;184;3788,4;6-1-2019;DC3;20191104248
4-1-2019;102-Polar Extreme;185;1;185;1;;146,15;6-1-2019;DC4;20191104249
4-1-2019;12-BugShield Natural;186;16;2976;6;612;2410,56;7-1-2019;DC1;20191104250
4-1-2019;121-Star Peg;181;11;1991;2;556;1672,44;7-1-2019;DC2;20191104251
4-1-2019;69-Hawk Eye;149;69;10281;2;359;8533,23;6-1-2019;DC4;20191104252
4-1-2019;133-TrailChef Deluxe Cook Set;223;26;5798;1;537;4464,46;8-1-2019;DC3;20191104253
4-1-2019;81-Husky Rope 50;204;47;9588;3;222;8053,92;7-1-2019;DC2;20191104254
4-1-2019;3-Auto Pilot;81;76;6156;4;103;4124,52;7-1-2019;DC4;20191104255
4-1-2019;35-EverGlow Kerosene;106;86;9116;1;194;6472,36;5-1-2019;DC3;20191104256
4-1-2019;37-EverGlow Single;165;46;7590;5;699;5464,8;6-1-2019;DC3;20191104257
4-1-2019;108-Retro;109;89;9701;2;285;7857,81;6-1-2019;DC1;20191104258
4-1-2019;11-BugShield Lotion Lite;65;10;650;5;580;468;7-1-2019;DC4;20191104259
4-1-2019;113-Seeker Mini;237;26;6162;2;620;4867,98;5-1-2019;DC3;20191104260
4-1-2019;19-Canyon Mule Journey Backpack;143;95;13585;7;367;9101,95;8-1-2019;DC3;20191104261
4-1-2019;35-EverGlow Kerosene;106;53;5618;5;220;3988,78;5-1-2019;DC4;20191104262
4-1-2019;27-Course Pro Putter;198;54;10692;4;36;8339,76;8-1-2019;DC3;20191104263
4-1-2019;9-BugShield Extreme;50;49;2450;5;590;2033,5;6-1-2019;DC3;20191104264
4-1-2019;79-Husky Rope 100;221;90;19890;3;698;16110,9;7-1-2019;DC2;20191104265
4-1-2019;101-Pocket Gizmo;207;100;20700;6;550;15732;5-1-2019;DC4;20191104266
4-1-2019;34-EverGlow Double;207;23;4761;5;186;3523,14;5-1-2019;DC4;20191104267
4-1-2019;140-Trendi;191;93;17763;3;169;14565,66;5-1-2019;DC2;20191104268
4-1-2019;89-Lady Hailstorm Titanium Irons;130;83;10790;2;651;7013,5;8-1-2019;DC4;20191104269
4-1-2019;108-Retro;109;5;545;6;652;441,45;7-1-2019;DC1;20191104270
4-1-2019;75-Hibernator Pillow;245;79;19355;5;552;15096,9;8-1-2019;DC2;20191104271
4-1-2019;12-BugShield Natural;186;24;4464;6;20;3615,84;7-1-2019;DC1;20191104272
4-1-2019;123-Sun Shelter 15;95;70;6650;1;321;4721,5;8-1-2019;DC4;20191104273
4-1-2019;117-Star Gazer 2;54;43;2322;4;354;1648,62;7-1-2019;DC2;20191104274
4-1-2019;9-BugShield Extreme;50;95;4750;1;101;3942,5;6-1-2019;DC1;20191104275
4-1-2019;33-EverGlow Butane;233;70;16310;4;535;11580,1;8-1-2019;DC1;20191104276
4-1-2019;8-Blue Steel Putter;236;28;6608;5;374;4823,84;6-1-2019;DC4;20191104277
4-1-2019;30-Deluxe Family Relief Kit;184;99;18216;1;21;14390,64;8-1-2019;DC1;20191104278
4-1-2019;35-EverGlow Kerosene;106;60;6360;2;620;4515,6;5-1-2019;DC3;20191104279
4-1-2019;45-Firefly Mapreader;168;42;7056;7;657;5997,6;8-1-2019;DC1;20191104280
4-1-2019;87-Lady Hailstorm Steel Irons;226;75;16950;7;680;11695,5;5-1-2019;DC1;20191104281
4-1-2019;80-Husky Rope 200;187;6;1122;5;335;942,48;6-1-2019;DC4;20191104282
4-1-2019;116-Star Dome;64;14;896;4;185;672;8-1-2019;DC2;20191104283
4-1-2019;132-TrailChef Cup;179;35;6265;3;162;5137,3;7-1-2019;DC3;20191104284
4-1-2019;11-BugShield Lotion Lite;65;1;65;7;401;46,8;8-1-2019;DC3;20191104285
4-1-2019;107-Ranger Vision;111;31;3441;1;82;2924,85;6-1-2019;DC4;20191104286
4-1-2019;124-Sun Shelter 30;180;33;5940;6;249;4039,2;7-1-2019;DC1;20191104287
4-1-2019;83-Inferno;111;42;4662;2;213;3170,16;7-1-2019;DC4;20191104288
4-1-2019;15-Canyon Mule Carryall;213;52;11076;2;442;7753,2;5-1-2019;DC2;20191104289
4-1-2019;31-Double Edge;124;60;7440;1;505;5505,6;7-1-2019;DC1;20191104290
4-1-2019;41-Firefly Charger;175;60;10500;6;524;7035;5-1-2019;DC4;20191104291
4-1-2019;141-TX;181;15;2715;7;659;1846,2;6-1-2019;DC2;20191104292
4-1-2019;22-Cat Eye;222;67;14874;1;109;10858,02;5-1-2019;DC3;20191104293
4-1-2019;139-TrailChef Water Bag;149;30;4470;7;34;3307,8;6-1-2019;DC2;20191104294
4-1-2019;142-Venue;62;33;2046;2;368;1636,8;8-1-2019;DC4;20191104295
4-1-2019;42-Firefly Climbing Lamp;98;66;6468;4;440;5239,08;5-1-2019;DC2;20191104296
4-1-2019;137-TrailChef Single Flame;120;52;6240;3;130;4804,8;8-1-2019;DC4;20191104297
4-1-2019;6-Bella;147;17;2499;1;142;1674,33;6-1-2019;DC1;20191104298
4-1-2019;108-Retro;109;77;8393;7;54;6798,33;5-1-2019;DC4;20191104299
4-1-2019;62-Granite Pulley;132;91;12012;1;614;9849,84;6-1-2019;DC4;20191104300
4-1-2019;115-Sky Pilot;233;61;14213;5;368;10801,88;5-1-2019;DC3;20191104301
4-1-2019;60-Granite Hammer;54;12;648;1;619;486;7-1-2019;DC2;20191104302
4-1-2019;43-Firefly Extreme;100;60;6000;1;10;4740;8-1-2019;DC4;20191104303
4-1-2019;111-Seeker 50;71;11;781;4;503;616,99;7-1-2019;DC4;20191104304
4-1-2019;8-Blue Steel Putter;236;88;20768;6;389;15160,64;7-1-2019;DC4;20191104305
4-1-2019;51-Glacier GPS;84;54;4536;1;302;3265,92;7-1-2019;DC2;20191104306
4-1-2019;99-Mountain Man Extreme;117;22;2574;1;301;2162,16;6-1-2019;DC3;20191104307
4-1-2019;52-Glacier GPS Extreme;127;32;4064;4;54;2966,72;6-1-2019;DC3;20191104308
4-1-2019;45-Firefly Mapreader;168;11;1848;2;31;1570,8;8-1-2019;DC3;20191104309
4-1-2019;114-Single Edge;200;38;7600;3;221;6080;8-1-2019;DC1;20191104310
4-1-2019;6-Bella;147;31;4557;7;123;3053,19;7-1-2019;DC2;20191104311
4-1-2019;71-Hibernator Camp Cot;237;87;20619;7;513;16701,39;8-1-2019;DC1;20191104312
4-1-2019;74-Hibernator Pad;82;74;6068;6;88;5036,44;6-1-2019;DC2;20191104313
4-1-2019;60-Granite Hammer;54;100;5400;1;39;4050;6-1-2019;DC1;20191104314
4-1-2019;35-EverGlow Kerosene;106;56;5936;6;242;4214,56;6-1-2019;DC3;20191104315
4-1-2019;42-Firefly Climbing Lamp;98;50;4900;7;117;3969;7-1-2019;DC4;20191104316
4-1-2019;93-Max Gizmo;76;65;4940;5;43;3705;6-1-2019;DC2;20191104317
4-1-2019;93-Max Gizmo;76;46;3496;2;472;2622;7-1-2019;DC3;20191104318
4-1-2019;50-Glacier Deluxe;84;93;7812;7;187;6640,2;5-1-2019;DC2;20191104319
4-1-2019;56-Granite Chalk Bag;140;31;4340;2;98;2994,6;7-1-2019;DC4;20191104320
4-1-2019;144-Zone;177;37;6549;4;683;5370,18;5-1-2019;DC1;20191104321
4-1-2019;47-Firefly Rechargeable Battery;187;2;374;7;395;254,32;6-1-2019;DC2;20191104322
4-1-2019;131-TrailChef Cook Set;107;58;6206;1;137;4158,02;7-1-2019;DC3;20191104323
4-1-2019;83-Inferno;111;80;8880;5;569;6038,4;6-1-2019;DC1;20191104324
4-1-2019;39-Firefly 2;130;95;12350;3;383;10374;6-1-2019;DC2;20191104325
4-1-2019;82-Husky Rope 60;88;50;4400;2;666;3124;5-1-2019;DC4;20191104326
4-1-2019;23-Compact Relief Kit;173;59;10207;7;557;7553,18;5-1-2019;DC4;20191104327
4-1-2019;28-Course Pro Umbrella;136;80;10880;2;214;7398,4;7-1-2019;DC1;20191104328
4-1-2019;141-TX;181;99;17919;3;220;12184,92;6-1-2019;DC3;20191104329
4-1-2019;92-Lux;223;29;6467;7;290;4591,57;7-1-2019;DC4;20191104330
4-1-2019;109-Sam;150;41;6150;4;436;4428;7-1-2019;DC2;20191104331
4-1-2019;65-Hailstorm Steel Irons;178;43;7654;3;183;5510,88;7-1-2019;DC1;20191104332
4-1-2019;85-Insect Bite Relief;138;21;2898;6;498;1883,7;7-1-2019;DC3;20191104333
4-1-2019;85-Insect Bite Relief;138;36;4968;4;359;3229,2;5-1-2019;DC4;20191104334
4-1-2019;137-TrailChef Single Flame;120;62;7440;7;207;5728,8;7-1-2019;DC3;20191104335
4-1-2019;138-TrailChef Utensils;206;78;16068;1;84;10444,2;5-1-2019;DC2;20191104336
4-1-2019;43-Firefly Extreme;100;65;6500;5;597;5135;6-1-2019;DC3;20191104337
4-1-2019;128-Trail Scout;181;34;6154;1;645;4553,96;8-1-2019;DC4;20191104338
4-1-2019;52-Glacier GPS Extreme;127;81;10287;7;119;7509,51;7-1-2019;DC1;20191104339
4-1-2019;52-Glacier GPS Extreme;127;15;1905;3;538;1390,65;6-1-2019;DC1;20191104340
4-1-2019;67-Hailstorm Titanium Irons;195;18;3510;5;398;2632,5;6-1-2019;DC4;20191104341
4-1-2019;71-Hibernator Camp Cot;237;93;22041;7;291;17853,21;5-1-2019;DC2;20191104342
4-1-2019;60-Granite Hammer;54;36;1944;1;657;1458;6-1-2019;DC3;20191104343
4-1-2019;85-Insect Bite Relief;138;50;6900;5;500;4485;8-1-2019;DC3;20191104344
4-1-2019;138-TrailChef Utensils;206;82;16892;4;461;10979,8;6-1-2019;DC3;20191104345
4-1-2019;62-Granite Pulley;132;53;6996;5;595;5736,72;6-1-2019;DC4;20191104346
4-1-2019;55-Granite Carabiner;247;25;6175;6;151;4013,75;5-1-2019;DC3;20191104347
4-1-2019;70-Hibernator;174;79;13746;6;342;10721,88;8-1-2019;DC1;20191104348
4-1-2019;80-Husky Rope 200;187;60;11220;7;230;9424,8;5-1-2019;DC1;20191104349
4-1-2019;101-Pocket Gizmo;207;4;828;5;295;629,28;6-1-2019;DC1;20191104350
4-1-2019;22-Cat Eye;222;3;666;1;202;486,18;5-1-2019;DC1;20191104351
4-1-2019;78-Husky Harness Extreme;249;23;5727;6;304;4295,25;8-1-2019;DC3;20191104352
4-1-2019;3-Auto Pilot;81;41;3321;5;260;2225,07;6-1-2019;DC2;20191104353
4-1-2019;108-Retro;109;52;5668;6;360;4591,08;8-1-2019;DC3;20191104354
